Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,Host,Isolation_Source,Collection_Date
MT350240,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: VA,Homo sapiens,,2020-03
MT350241,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: VA,Homo sapiens,,2020-03
MT350242,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT350243,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,complete,USA: VA,Homo sapiens,,2020-03
MT350244,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,complete,USA: VA,Homo sapiens,,2020-03
MT350245,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: VA,Homo sapiens,,2020-03
MT350246,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,complete,USA: VA,Homo sapiens,,2020-04
MT350247,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: VA,Homo sapiens,,2020-03
MT350248,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT350249,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,complete,USA: VA,Homo sapiens,,2020-03
MT350250,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT350251,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: VA,Homo sapiens,,2020-03
MT350252,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,complete,USA: VA,Homo sapiens,,2020-03
MT350253,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: VA,Homo sapiens,,2020-04
MT350254,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,complete,USA: VA,Homo sapiens,,2020-04
MT350255,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,USA: VA,Homo sapiens,,2020-04
MT350256,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,complete,USA: VA,Homo sapiens,,2020-04
MT350257,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: VA,Homo sapiens,,2020-04
MT325611,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325612,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325613,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,Homo sapiens,"lung, oronasopharynx",3/8/2020
MT325614,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,Homo sapiens,oronasopharynx,3/8/2020
MT325628,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: VA,Homo sapiens,oronasopharynx,3/6/2020
MT322394,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT322395,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: VA,Homo sapiens,,2020-03
MT322396,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: VA,Homo sapiens,,2020-03
MT322397,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,complete,USA: VA,Homo sapiens,,2020-03
MT322398,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: VA,Homo sapiens,,2020-03
MT322399,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,partial,USA: VA,Homo sapiens,,2020-03
MT322400,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: VA,Homo sapiens,,2020-03
MT322401,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: VA,Homo sapiens,,2020-03
MT322402,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,USA: VA,Homo sapiens,,2020-03
MT322403,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,complete,USA: VA,Homo sapiens,,2020-03
MT322404,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT322405,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,complete,USA: VA,Homo sapiens,,2020-03
MT322406,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,complete,USA: VA,Homo sapiens,,2020-03
MT322407,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: VA,Homo sapiens,,2020-03
MT322408,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: VA,Homo sapiens,,2020-03
MT322409,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: VA,Homo sapiens,,2020-03
MT322410,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,complete,USA: VA,Homo sapiens,,2020-03
MT322411,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: VA,Homo sapiens,,2020-03
MT322412,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: VA,Homo sapiens,,2020-03
MT322413,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: VA,Homo sapiens,,2020-03
MT322414,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,USA: VA,Homo sapiens,,2020-03
MT322415,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: VA,Homo sapiens,,2020-03
MT322416,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: VA,Homo sapiens,,2020-03
MT322417,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,USA: VA,Homo sapiens,,2020-03
MT322418,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,complete,USA: VA,Homo sapiens,,2020-03
MT322419,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: VA,Homo sapiens,,2020-03
MT322420,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: VA,Homo sapiens,,2020-03
MT322421,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: VA,Homo sapiens,,2020-03
MT322422,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: VA,Homo sapiens,,2020-03
MT322423,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: VA,Homo sapiens,,2020-03
MT322424,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,USA: VA,Homo sapiens,,2020-03
MT350263,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350264,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350265,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350266,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350267,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350268,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350269,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/20/2020
MT350270,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350271,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/20/2020
MT350272,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350273,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350274,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350275,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350276,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350277,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350278,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350279,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT350280,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,3/19/2020
MT345798,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,Homo sapiens,,3/24/2020
MT345799,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29608,complete,USA: WA,Homo sapiens,,3/23/2020
MT345800,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29689,partial,USA: WA,Homo sapiens,,3/25/2020
MT345801,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,complete,USA: WA,Homo sapiens,,3/25/2020
MT345804,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29594,partial,USA: WA,Homo sapiens,,3/24/2020
MT345805,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,complete,USA: WA,Homo sapiens,,3/23/2020
MT345806,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,complete,USA: WA,Homo sapiens,,3/25/2020
MT345807,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29481,partial,USA: WA,Homo sapiens,,3/25/2020
MT345808,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29687,complete,USA: WA,Homo sapiens,,3/25/2020
MT345809,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/25/2020
MT345810,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29417,partial,USA: WA,Homo sapiens,,3/25/2020
MT345811,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,complete,USA: WA,Homo sapiens,,3/24/2020
MT345812,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29762,complete,USA: WA,Homo sapiens,,3/25/2020
MT345813,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29445,partial,USA: WA,Homo sapiens,,3/25/2020
MT345814,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29733,complete,USA: WA,Homo sapiens,,3/24/2020
MT345815,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: WA,Homo sapiens,,3/24/2020
MT345818,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29625,partial,USA: WA,Homo sapiens,,3/25/2020
MT345819,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: WA,Homo sapiens,,3/25/2020
MT345820,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29537,partial,USA: WA,Homo sapiens,,3/25/2020
MT345821,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29617,complete,USA: WA,Homo sapiens,,3/25/2020
MT345822,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29738,complete,USA: WA,Homo sapiens,,3/25/2020
MT345823,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: WA,Homo sapiens,,3/25/2020
MT345824,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,complete,USA: WA,Homo sapiens,,3/25/2020
MT345825,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,complete,USA: WA,Homo sapiens,,3/25/2020
MT345826,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,Homo sapiens,,3/25/2020
MT345827,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,Homo sapiens,,3/25/2020
MT345829,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,complete,USA: WA,Homo sapiens,,3/25/2020
MT345830,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,Homo sapiens,,3/25/2020
MT345832,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/25/2020
MT345833,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,complete,USA: WA,Homo sapiens,,3/25/2020
MT345834,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,complete,USA: WA,Homo sapiens,,3/26/2020
MT345835,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,complete,USA: WA,Homo sapiens,,3/25/2020
MT345836,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/23/2020
MT345837,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29336,partial,USA: WA,Homo sapiens,,3/23/2020
MT345838,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29659,complete,USA: WA,Homo sapiens,,3/23/2020
MT345839,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29591,partial,USA: WA,Homo sapiens,,3/23/2020
MT345840,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,complete,USA: WA,Homo sapiens,,3/24/2020
MT345841,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/24/2020
MT345842,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29696,complete,USA: WA,Homo sapiens,,3/24/2020
MT345843,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,complete,USA: WA,Homo sapiens,,3/24/2020
MT345844,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,complete,USA: WA,Homo sapiens,,3/24/2020
MT345845,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,partial,USA: WA,Homo sapiens,,3/24/2020
MT345846,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/24/2020
MT345847,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/24/2020
MT345848,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,complete,USA: WA,Homo sapiens,,3/24/2020
MT345849,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/24/2020
MT345850,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,complete,USA: WA,Homo sapiens,,3/24/2020
MT345851,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29637,complete,USA: WA,Homo sapiens,,3/25/2020
MT345852,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,Homo sapiens,,3/25/2020
MT345853,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,complete,USA: WA,Homo sapiens,,3/25/2020
MT345854,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: WA,Homo sapiens,,3/25/2020
MT345855,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: WA,Homo sapiens,,3/25/2020
MT345856,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,Homo sapiens,,3/25/2020
MT345859,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,complete,USA: WA,Homo sapiens,,3/25/2020
MT345860,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,complete,USA: WA,Homo sapiens,,3/25/2020
MT345861,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,Homo sapiens,,3/25/2020
MT345862,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,complete,USA: WA,Homo sapiens,,3/25/2020
MT345865,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/25/2020
MT345867,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/23/2020
MT345881,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,complete,USA: WA,Homo sapiens,,3/30/2020
MT345882,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,complete,USA: WA,Homo sapiens,,3/31/2020
MT345883,2020-04-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,Homo sapiens,,3/31/2020
MT293156,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,Homo sapiens,,3/30/2020
MT293157,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29603,partial,USA: WA,Homo sapiens,,3/29/2020
MT293158,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29748,complete,USA: WA,Homo sapiens,,3/16/2020
MT293159,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,complete,USA: WA,Homo sapiens,,3/16/2020
MT293160,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: WA,Homo sapiens,,3/16/2020
MT293161,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,complete,USA: WA,Homo sapiens,,3/16/2020
MT293162,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: WA,Homo sapiens,,3/16/2020
MT293163,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29596,complete,USA: WA,Homo sapiens,,3/29/2020
MT293164,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,complete,USA: WA,Homo sapiens,,3/17/2020
MT293165,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,Homo sapiens,,3/17/2020
MT293166,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,Homo sapiens,,3/17/2020
MT293167,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,complete,USA: WA,Homo sapiens,,3/17/2020
MT293168,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,complete,USA: WA,Homo sapiens,,3/17/2020
MT293169,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,Homo sapiens,,3/17/2020
MT293170,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,complete,USA: WA,Homo sapiens,,3/18/2020
MT293171,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: WA,Homo sapiens,,3/17/2020
MT293172,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,complete,USA: WA,Homo sapiens,,3/17/2020
MT293173,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,complete,USA: WA,Homo sapiens,,3/30/2020
MT293174,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29672,complete,USA: WA,Homo sapiens,,3/27/2020
MT293175,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,complete,USA: WA,Homo sapiens,,3/30/2020
MT293176,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: WA,Homo sapiens,,3/17/2020
MT293178,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/26/2020
MT293179,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,complete,USA: WA,Homo sapiens,,3/17/2020
MT293180,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29554,complete,USA: WA,Homo sapiens,,3/17/2020
MT293181,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/18/2020
MT293182,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: WA,Homo sapiens,,3/18/2020
MT293183,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/18/2020
MT293184,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,complete,USA: WA,Homo sapiens,,3/18/2020
MT293185,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29640,complete,USA: WA,Homo sapiens,,3/28/2020
MT293186,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,Homo sapiens,,3/17/2020
MT293187,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/17/2020
MT293188,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,complete,USA: WA,Homo sapiens,,3/28/2020
MT293189,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/18/2020
MT293190,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,Homo sapiens,,3/17/2020
MT293191,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29711,complete,USA: WA,Homo sapiens,,3/17/2020
MT293192,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/28/2020
MT293193,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29251,partial,USA: WA,Homo sapiens,,3/27/2020
MT293194,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29653,complete,USA: WA,Homo sapiens,,3/18/2020
MT293195,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/28/2020
MT293196,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,complete,USA: WA,Homo sapiens,,3/19/2020
MT293197,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29619,complete,USA: WA,Homo sapiens,,3/19/2020
MT293198,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,complete,USA: WA,Homo sapiens,,3/19/2020
MT293199,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29671,complete,USA: WA,Homo sapiens,,3/19/2020
MT293200,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,Homo sapiens,,3/19/2020
MT293201,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,complete,USA: WA,Homo sapiens,,3/19/2020
MT293202,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,complete,USA: WA,Homo sapiens,,3/19/2020
MT293203,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29527,partial,USA: WA,Homo sapiens,,3/18/2020
MT293204,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,complete,USA: WA,Homo sapiens,,3/18/2020
MT293205,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,Homo sapiens,,3/19/2020
MT293206,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,complete,USA: WA,Homo sapiens,,3/19/2020
MT293207,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: WA,Homo sapiens,,3/19/2020
MT293208,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,complete,USA: WA,Homo sapiens,,3/19/2020
MT293209,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,complete,USA: WA,Homo sapiens,,3/19/2020
MT293210,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/19/2020
MT293211,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: WA,Homo sapiens,,3/19/2020
MT293212,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: WA,Homo sapiens,,3/19/2020
MT293213,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: WA,Homo sapiens,,3/19/2020
MT293214,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,partial,USA: WA,Homo sapiens,,3/19/2020
MT293215,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,complete,USA: WA,Homo sapiens,,3/19/2020
MT293216,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: WA,Homo sapiens,,3/19/2020
MT293217,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29273,partial,USA: WA,Homo sapiens,,3/17/2020
MT293218,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,complete,USA: WA,Homo sapiens,,3/18/2020
MT293219,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,complete,USA: WA,Homo sapiens,,3/18/2020
MT293220,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/18/2020
MT293221,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29559,partial,USA: WA,Homo sapiens,,3/18/2020
MT293222,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,complete,USA: WA,Homo sapiens,,3/18/2020
MT293223,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,partial,USA: WA,Homo sapiens,,3/18/2020
